tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
YONEX German Open 2018,Mülheim an der Ruhr,Germany,10-03-2018,HSBC BWF World Tour Super 300,XD,Semi final,1,3,False,23-21,23-25,21-13,Soon Huat Goh,Shevon Jemie Lai,Solgyu Choi,Solgyu Choi,MAS,MAS,KOR,KOR,67,59,8,6,5,4,4,4,3,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '6-14', '7-14', '8-14', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",3.0,6.0,1.0,4.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '23-23', '23-24', '23-25']",8.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']"
YONEX German Open 2018,Mülheim an der Ruhr,Germany,11-03-2018,HSBC BWF World Tour Super 300,XD,Final,2,2,False,14-21,20-22,,Niclas Nohr,Sara Thygesen,Soon Huat Goh,Soon Huat Goh,DEN,DEN,MAS,MAS,34,43,3,6,0,5,3,6,0,3,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",3.0,5.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,3,False,21-17,17-21,12-21,Mark Lamsfuss,Isabel Herttrich,Mathias Christiansen,Mathias Christiansen,GER,GER,DEN,DEN,50,59,5,5,2,2,5,5,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '13-10', '13-11', '13-12', '13-13', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '17-19', '17-20', '17-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,2,False,21-14,21-15,,Chris Adcock,Gabrielle Adcock,Soon Huat Goh,Soon Huat Goh,ENG,ENG,MAS,MAS,42,29,4,3,4,0,4,3,2,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '12-5', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '21-14']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '20-14', '20-15', '21-15']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,3,False,22-24,21-16,12-21,Chi-Lin Wang,Chia Hsin Lee,Seung Jae Seo,Seung Jae Seo,TPE,TPE,KOR,KOR,55,61,6,6,1,6,5,3,0,4,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '22-24']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '20-16', '21-16']",2.0,6.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '10-17', '10-18', '10-19', '11-19', '11-20', '12-20', '12-21']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,3,False,18-21,24-22,21-15,Peng Soon Chan,Liu Ying Goh,Sam Magee,Sam Magee,MAS,MAS,IRL,IRL,63,58,7,6,6,3,4,6,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '7-15', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '18-21']",3.0,3.0,5.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '15-16', '16-16', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '22-22', '23-22', '24-22']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '18-12', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,2,False,18-21,11-21,,Kian Meng Tan,Pei Jing Lai,Hafiz Faizal,Hafiz Faizal,MAS,MAS,INA,INA,29,42,5,6,0,2,4,5,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '18-19', '18-20', '18-21']",5.0,6.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '3-12', '3-13', '3-14', '3-15', '4-15', '5-15', '6-15', '7-15', '8-15', '8-16', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '11-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,2,False,15-21,17-21,,Solgyu Choi,Yujung Chae,Yilyu Wang,Yilyu Wang,KOR,KOR,CHN,CHN,32,42,5,6,0,3,3,6,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",5.0,3.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '12-10', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,2,False,14-21,9-21,,Ben Lane,Jessica Pugh,Siwei Zheng,Siwei Zheng,ENG,ENG,CHN,CHN,23,42,3,7,0,2,3,6,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '14-20', '14-21']",2.0,7.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '9-20', '9-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,3,False,16-21,21-7,18-21,Chun Hei Reginald Lee,Hoi Wah Chau,Dechapol Puavaranukroh,Dechapol Puavaranukroh,HKG,HKG,THA,THA,55,49,9,7,2,7,4,7,0,5,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '10-18', '10-19', '11-19', '12-19', '12-20', '13-20', '14-20', '15-20', '16-20', '16-21']",9.0,1.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '9-1', '10-1', '11-1', '11-2', '12-2', '13-2', '13-3', '14-3', '15-3', '15-4', '16-4', '17-4', '18-4', '18-5', '19-5', '19-6', '20-6', '20-7', '21-7']",4.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '17-16', '17-17', '17-18', '17-19', '17-20', '18-20', '18-21']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,2,False,24-22,21-18,,Jacco Arends,Selena Piek,Joachim Fischer Nielsen,Joachim Fischer Nielsen,NED,NED,DEN,DEN,45,40,5,4,8,0,5,4,5,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '22-22', '23-22', '24-22']",5.0,2.0,3.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,3,False,21-18,18-21,16-21,Chun Man Tang,Ying Suet Tse,Yuta Watanabe,Yuta Watanabe,HKG,HKG,JPN,JPN,55,60,5,10,3,2,5,3,3,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']",5.0,10.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '17-11', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '16-21']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,2,False,12-21,19-21,,Yang Lee,Ya Ching Hsu,Praveen Jordan,Praveen Jordan,TPE,TPE,INA,INA,31,42,4,6,0,5,2,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '8-16', '9-16', '9-17', '10-17', '10-18', '11-18', '12-18', '12-19', '12-20', '12-21']",4.0,6.0,0.0,4.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '16-20', '17-20', '18-20', '19-20', '19-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,2,False,21-19,21-13,,Pranaav Jerry Chopra,N. Sikki Reddy,Marvin Emil Seidel,Marvin Emil Seidel,IND,IND,GER,GER,42,32,6,4,3,0,6,4,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '12-7', '12-8', '13-8', '13-9', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '20-19', '21-19']",4.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,2,3,False,13-21,21-14,20-22,Kai Lu,Tong Wei Cao,Ching Yao Lu,Ching Yao Lu,CHN,CHN,TPE,TPE,54,57,6,5,3,6,3,5,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '11-19', '12-19', '13-19', '13-20', '13-21']",6.0,4.0,3.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '17-10', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '20-14', '21-14']",4.0,5.0,0.0,5.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '5-11', '6-11', '6-12', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '12-18', '13-18', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,2,False,21-10,21-12,,Tontowi Ahmad,Liliyana Natsir,Evgenij Dremin,Evgenij Dremin,INA,INA,RUS,RUS,42,22,7,3,3,0,7,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '7-1', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '18-10', '19-10', '20-10', '21-10']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,2,False,21-17,21-16,,Nan Zhang,Yinhui Li,Ronan Labar,Ronan Labar,CHN,CHN,FRA,FRA,42,33,6,3,3,0,4,3,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '14-9', '15-9', '15-10', '15-11', '15-12', '16-12', '16-13', '17-13', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",6.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '16-15', '16-16', '17-16', '18-16', '19-16', '20-16', '21-16']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 32,1,2,False,21-15,21-17,,Marcus Ellis,Lauren Smith,Mikkel Mikkelsen,Mikkel Mikkelsen,ENG,ENG,DEN,DEN,42,32,4,3,5,0,4,2,3,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '17-11', '18-11', '19-11', '19-12', '19-13', '20-13', '20-14', '20-15', '21-15']",4.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",,,,,[]
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 16,2,2,False,12-21,17-21,,Marcus Ellis,Lauren Smith,Praveen Jordan,Praveen Jordan,ENG,ENG,INA,INA,29,42,5,6,0,7,3,5,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '11-19', '12-19', '12-20', '12-21']",5.0,6.0,0.0,6.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '11-16', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '14-20', '15-20', '16-20', '17-20', '17-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 16,1,2,False,23-21,23-21,,Chris Adcock,Gabrielle Adcock,Seung Jae Seo,Seung Jae Seo,ENG,ENG,KOR,KOR,46,42,5,4,4,3,4,4,3,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '22-21', '23-21']",5.0,4.0,1.0,2.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '11-16', '12-16', '12-17', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '17-19', '18-19', '19-19', '19-20', '20-20', '20-21', '21-21', '22-21', '23-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,XD,Round of 16,1,2,False,24-22,22-20,,Nan Zhang,Yinhui Li,Peng Soon Chan,Peng Soon Chan,CHN,CHN,MAS,MAS,46,42,4,5,3,4,3,5,1,4,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '24-22']",4.0,5.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '22-20']",,,,,[]
