tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
2018 YONEX Canada Open,Calgary,Canada,19-06-2018,BWF Tour Super 100,WS,Qualification quarter final,2,2,False,15-21,20-22,,Olivia (Li) Lei,Asuka Takahashi,CAN,JPN,35,43,4,6,1,3,4,6,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '2-6', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '13-19', '14-19', '14-20', '15-20', '15-21']",3.0,5.0,1.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '20-21', '20-22']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,19-06-2018,BWF Tour Super 100,WS,Qualification quarter final,1,2,False,21-11,21-6,,Moto Hayashi,Eliana Zhang,JPN,CAN,42,17,7,3,5,0,6,3,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '18-9', '19-9', '20-9', '20-10', '20-11', '21-11']",7.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '10-2', '11-2', '11-3', '12-3', '13-3', '13-4', '13-5', '14-5', '15-5', '16-5', '17-5', '18-5', '19-5', '20-5', '20-6', '21-6']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,19-06-2018,BWF Tour Super 100,WS,Qualification quarter final,2,2,False,13-21,21-23,,Isabelle Rusli,Alexandra Mocanu,USA,CAN,34,44,3,5,0,5,3,5,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']",2.0,4.0,0.0,4.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '14-14', '14-15', '14-16', '14-17', '15-17', '15-18', '16-18', '17-18', '17-19', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '21-23']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,19-06-2018,BWF Tour Super 100,WS,Qualification quarter final,1,2,False,21-15,21-11,,Xuerui Li,Yuki Suzuki,CHN,JPN,42,26,6,3,2,0,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",6.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '9-4', '10-4', '11-4', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '14-8', '15-8', '16-8', '16-9', '17-9', '17-10', '17-11', '18-11', '19-11', '20-11', '21-11']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,9-21,18-21,,Ga Eun Kim,Fangjie Gao,KOR,CHN,27,42,4,9,0,2,3,9,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '5-14', '6-14', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '9-21']",4.0,6.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '10-13', '11-13', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,1,2,False,21-17,21-15,,Yvonne Li,Hyo Min Kim,GER,KOR,42,32,5,3,3,0,5,3,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '20-17', '21-17']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,1,3,False,13-21,23-21,21-18,Asuka Takahashi,Yue Han,JPN,CHN,57,60,4,7,3,2,3,7,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '6-9', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '12-17', '13-17', '13-18', '13-19', '13-20', '13-21']",4.0,4.0,2.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '22-21', '23-21']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '19-18', '20-18', '21-18']"
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,14-21,17-21,,Minatsu Mitani,Se Yeon Lee,JPN,KOR,31,42,5,5,0,2,3,4,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '7-12', '8-12', '9-12', '9-13', '10-13', '10-14', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '12-19', '13-19', '14-19', '14-20', '14-21']",5.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '14-11', '14-12', '15-12', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '17-19', '17-20', '17-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,8-21,6-21,,Georgina Bland,Shiori Saito,ENG,JPN,14,42,2,7,0,3,2,6,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '7-20', '8-20', '8-21']",2.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '3-11', '4-11', '4-12', '4-13', '4-14', '4-15', '4-16', '4-17', '5-17', '5-18', '6-18', '6-19', '6-20', '6-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,1,2,False,23-21,21-15,,Ayumi Mine,Yiman Zhang,JPN,CHN,44,36,8,4,5,1,3,4,3,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '12-14', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '22-21', '23-21']",5.0,4.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '20-15', '21-15']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,1,2,False,21-8,21-16,,Yanyan Cai,Mette Poulsen,CHN,DEN,42,24,6,2,2,0,6,1,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '7-2', '8-2', '8-3', '9-3', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '14-5', '15-5', '16-5', '16-6', '17-6', '18-6', '18-7', '19-7', '19-8', '20-8', '21-8']",5.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '21-16']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,13-21,17-21,,Alexandra Mocanu,Fabienne Deprez,CAN,GER,30,42,4,8,0,6,4,8,0,5,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '8-19', '9-19', '9-20', '10-20', '11-20', '12-20', '13-20', '13-21']",4.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '17-20', '17-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,1,3,False,18-21,22-20,21-17,Rachel Honderich,Chloe Birch,CAN,ENG,61,58,6,3,3,3,2,2,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '18-20', '18-21']",3.0,3.0,1.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '21-20', '22-20']",6.0,2.0,2.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']"
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,20-22,12-21,,Crystal Pan,Moto Hayashi,USA,JPN,32,43,5,11,2,2,5,6,2,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '12-5', '13-5', '13-6', '13-7', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '17-11', '18-11', '18-12', '18-13', '18-14', '18-15', '18-16', '18-17', '19-17', '19-18', '20-18', '20-19', '20-20', '20-21', '20-22']",4.0,11.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,6-21,6-21,,Disha Gupta,Xuerui Li,USA,CHN,12,42,2,8,0,3,1,8,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '3-12', '3-13', '3-14', '4-14', '4-15', '4-16', '5-16', '5-17', '5-18', '5-19', '5-20', '6-20', '6-21']",2.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '3-11', '3-12', '3-13', '3-14', '4-14', '4-15', '4-16', '4-17', '4-18', '5-18', '6-18', '6-19', '6-20', '6-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,18-21,18-21,,Jamie Hsu,Julie Dawall Jakobsen,USA,DEN,36,42,4,5,0,3,3,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']",4.0,5.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '16-18', '17-18', '17-19', '17-20', '18-20', '18-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,1,2,False,21-13,21-9,,Michelle Li,Thi Trang (B) Vu,CAN,VIE,42,22,11,6,4,0,11,6,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '5-8', '6-8', '7-8', '8-8', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '17-10', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",11.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '17-8', '18-8', '19-8', '20-8', '20-9', '21-9']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,8-21,25-27,,Rusydina Antardayu Riodingin,Brittney Tam,INA,CAN,33,48,3,7,1,10,2,7,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '1-11', '2-11', '3-11', '3-12', '4-12', '4-13', '4-14', '5-14', '6-14', '6-15', '6-16', '6-17', '6-18', '7-18', '7-19', '7-20', '8-20', '8-21']",3.0,4.0,1.0,8.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '23-23', '23-24', '24-24', '24-25', '25-25', '25-26', '25-27']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,2,False,19-21,8-21,,Luise Heim,Sayaka Takahashi,GER,JPN,27,42,5,7,0,7,5,6,0,6,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '11-16', '12-16', '12-17', '13-17', '13-18', '13-19', '14-19', '14-20', '15-20', '16-20', '17-20', '18-20', '19-20', '19-21']",2.0,7.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '3-10', '3-11', '4-11', '5-11', '5-12', '5-13', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '8-19', '8-20', '8-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,20-06-2018,BWF Tour Super 100,WS,Round of 32,2,3,False,19-21,21-16,10-21,Yukino Nakai,Jui Jeon,JPN,KOR,50,58,4,7,2,3,4,3,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '19-19', '19-20', '19-21']",4.0,4.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",3.0,7.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '10-20', '10-21']"
2018 YONEX Canada Open,Calgary,Canada,21-06-2018,BWF Tour Super 100,WS,Round of 16,1,2,False,21-18,21-12,,Jui Jeon,Brittney Tam,KOR,CAN,42,30,8,4,2,0,5,4,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '20-18', '21-18']",8.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '16-7', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '19-12', '20-12', '21-12']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,21-06-2018,BWF Tour Super 100,WS,Round of 16,2,3,False,10-21,21-19,15-21,Se Yeon Lee,Asuka Takahashi,KOR,JPN,46,61,4,9,1,5,2,9,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '9-20', '10-20', '10-21']",4.0,8.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '16-7', '17-7', '18-7', '18-8', '18-9', '18-10', '18-11', '19-11', '19-12', '19-13', '19-14', '19-15', '19-16', '19-17', '19-18', '19-19', '20-19', '21-19']",4.0,6.0,0.0,3.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '14-20', '15-20', '15-21']"
2018 YONEX Canada Open,Calgary,Canada,21-06-2018,BWF Tour Super 100,WS,Round of 16,1,2,False,21-16,21-17,,Rachel Honderich,Ayumi Mine,CAN,JPN,42,33,4,4,4,0,4,2,2,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']",4.0,4.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,21-06-2018,BWF Tour Super 100,WS,Round of 16,2,2,False,6-21,9-21,,Julie Dawall Jakobsen,Sayaka Takahashi,DEN,JPN,15,42,2,8,0,2,1,7,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '1-7', '1-8', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '4-14', '4-15', '4-16', '4-17', '5-17', '5-18', '5-19', '6-19', '6-20', '6-21']",2.0,8.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '9-19', '9-20', '9-21']",,,,,[]
2018 YONEX Canada Open,Calgary,Canada,21-06-2018,BWF Tour Super 100,WS,Round of 16,1,2,False,21-15,21-8,,Yanyan Cai,Yvonne Li,CHN,GER,42,23,8,3,3,0,4,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '20-15', '21-15']",8.0,2.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '14-5', '15-5', '16-5', '17-5', '18-5', '19-5', '19-6', '19-7', '20-7', '20-8', '21-8']",,,,,[]
