tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
YONEX German Open 2018,Mülheim an der Ruhr,Germany,10-03-2018,HSBC BWF World Tour Super 300,MS,Semi final,2,3,False,11-21,21-14,13-21,Kenta Nishimoto,Tien Chen Chou,JPN,TPE,45,56,4,7,1,2,3,6,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",4.0,7.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '13-21']"
YONEX German Open 2018,Mülheim an der Ruhr,Germany,10-03-2018,HSBC BWF World Tour Super 300,MS,Semi final,2,3,False,18-21,21-18,17-21,Yuqi Shi,Ka Long Angus Ng,CHN,HKG,56,60,5,5,2,4,5,4,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",4.0,4.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '19-15', '19-16', '19-17', '20-17', '20-18', '21-18']",4.0,5.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '13-19', '14-19', '15-19', '15-20', '16-20', '17-20', '17-21']"
YONEX German Open 2018,Mülheim an der Ruhr,Germany,11-03-2018,HSBC BWF World Tour Super 300,MS,Final,1,3,False,21-19,18-21,21-18,Tien Chen Chou,Ka Long Angus Ng,TPE,HKG,60,58,4,5,5,1,4,5,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '18-13', '18-14', '18-15', '18-16', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",4.0,3.0,4.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '9-4', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,3,False,21-7,14-21,20-22,Brice Leverdez,Srikanth Kidambi,FRA,IND,55,50,6,5,2,2,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '17-6', '18-6', '18-7', '19-7', '20-7', '21-7']",2.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '7-14', '8-14', '8-15', '9-15', '10-15', '10-16', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",6.0,4.0,1.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '20-20', '20-21', '20-22']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,2,False,19-21,16-21,,Hans-Kristian Solberg Vittinghus,Dan Lin,DEN,CHN,35,42,4,7,0,4,3,5,0,3,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '14-16', '14-17', '15-17', '15-18', '15-19', '16-19', '17-19', '17-20', '18-20', '19-20', '19-21']",4.0,7.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '9-12', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '16-19', '16-20', '16-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,False,21-13,21-11,,Long Chen,Bin Qiao,CHN,CHN,42,24,6,5,3,0,4,5,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '15-9', '15-10', '16-10', '17-10', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '19-10', '19-11', '20-11', '21-11']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,2,False,11-21,14-21,,Anders Antonsen,Hyun Il Lee,DEN,KOR,25,42,3,7,0,4,2,7,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '9-15', '9-16', '9-17', '9-18', '9-19', '9-20', '10-20', '11-20', '11-21']",3.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '14-19', '14-20', '14-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,False,21-17,21-18,,Tzu Wei Wang,Tanongsak Saensomboonsuk,TPE,THA,42,35,6,5,4,0,4,3,2,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '21-17']",6.0,5.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,False,21-8,21-18,,Kenta Nishimoto,Kanta Tsuneyama,JPN,JPN,42,26,7,4,3,0,7,3,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '19-7', '20-7', '20-8', '21-8']",4.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,2,False,7-21,13-21,,Wing Ki Vincent Wong,Jonatan Christie,HKG,INA,20,42,3,8,0,2,2,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '4-13', '5-13', '5-14', '5-15', '5-16', '5-17', '6-17', '6-18', '6-19', '7-19', '7-20', '7-21']",3.0,8.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '12-19', '13-19', '13-20', '13-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,2,False,20-22,11-21,,Mark Caljouw,Ka Long Angus Ng,NED,HKG,31,43,5,8,0,7,5,6,0,6,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '12-10', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",4.0,8.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '4-14', '4-15', '5-15', '6-15', '7-15', '8-15', '8-16', '8-17', '8-18', '9-18', '10-18', '10-19', '11-19', '11-20', '11-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,3,False,13-21,21-15,21-11,Wan Ho Son,B. Sai Praneeth,KOR,IND,55,47,5,5,3,3,4,5,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '7-13', '7-14', '7-15', '7-16', '8-16', '9-16', '10-16', '11-16', '11-17', '11-18', '11-19', '11-20', '12-20', '13-20', '13-21']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '19-15', '20-15', '21-15']",4.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '19-10', '20-10', '20-11', '21-11']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,False,21-18,21-19,,Yuqi Shi,Hyeok Jin Jeon,CHN,KOR,42,37,7,4,3,0,7,4,2,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '16-15', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '15-12', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '19-19', '20-19', '21-19']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,2,False,14-21,14-21,,Jen Hao Hsu,Khosit Phetpradab,TPE,THA,28,42,3,8,0,6,3,8,0,3,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '14-20', '14-21']",3.0,8.0,0.0,3.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '11-17', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,False,21-14,21-19,,Tommy Sugiarto,Anthony Sinisuka Ginting,INA,INA,42,33,8,5,2,0,8,5,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '16-7', '16-8', '17-8', '17-9', '18-9', '18-10', '18-11', '18-12', '18-13', '18-14', '19-14', '20-14', '21-14']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,2,False,21-13,21-14,,Yuxiang Huang,Rajiv Ouseph,CHN,ENG,42,27,9,3,6,0,9,3,4,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '11-3', '12-3', '12-4', '13-4', '14-4', '14-5', '14-6', '15-6', '16-6', '17-6', '18-6', '18-7', '18-8', '19-8', '19-9', '19-10', '20-10', '20-11', '20-12', '20-13', '21-13']",3.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '14-10', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '20-14', '21-14']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,2,False,15-21,17-21,,Ygor Coelho,Chong Wei Lee,BRA,MAS,32,42,5,4,0,3,5,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '15-21']",4.0,4.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '17-20', '17-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,1,3,False,9-21,21-18,21-18,H. S. Prannoy,Tien Chen Chou,IND,TPE,51,57,4,5,4,2,3,5,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '8-20', '9-20', '9-21']",4.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",4.0,3.0,3.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']"
YONEX All England Open 2018,Birmingham,England,14-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 32,2,3,False,21-13,10-21,17-21,Jan O Jorgensen,Dong Keun Lee,DEN,KOR,48,55,7,7,1,3,7,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '16-9', '17-9', '18-9', '18-10', '19-10', '19-11', '19-12', '19-13', '20-13', '21-13']",3.0,7.0,0.0,2.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '9-20', '10-20', '10-21']",4.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '15-17', '16-17', '17-17', '17-18', '17-19', '17-20', '17-21']"
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 16,2,3,False,6-21,21-13,18-21,Dong Keun Lee,Chong Wei Lee,KOR,MAS,45,55,7,7,1,2,1,7,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '4-14', '4-15', '4-16', '4-17', '5-17', '5-18', '6-18', '6-19', '6-20', '6-21']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '17-10', '17-11', '18-11', '19-11', '19-12', '19-13', '20-13', '21-13']",5.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']"
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 16,2,2,False,12-21,15-21,,Ka Long Angus Ng,Kenta Nishimoto,HKG,JPN,27,42,3,8,0,4,3,8,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",3.0,7.0,0.0,3.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '7-16', '8-16', '9-16', '9-17', '10-17', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '14-20', '15-20', '15-21']",,,,,[]
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 16,1,2,False,21-16,21-12,,Wan Ho Son,Jonatan Christie,KOR,INA,42,28,7,6,4,0,4,6,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '21-16']",7.0,3.0,3.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '18-8', '18-9', '18-10', '19-10', '20-10', '20-11', '20-12', '21-12']",,,,,[]
YONEX All England Open 2018,Birmingham,England,15-03-2018,HSBC BWF World Tour Super 1000,MS,Round of 16,2,2,False,13-21,21-23,,Tzu Wei Wang,Dan Lin,TPE,CHN,34,44,4,6,3,5,3,6,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '11-19', '11-20', '12-20', '13-20', '13-21']",4.0,4.0,3.0,2.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '19-17', '20-17', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",,,,,[]
